Symbol,Name,Country,Sector,Industry
TCOA,Zalatoris Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
TCS,Container Store (The) Common Stock,United States,Consumer Discretionary,Home Furnishings
TD,Toronto Dominion Bank (The) Common Stock,Canada,,
TDC,Teradata Corporation Common Stock,United States,Technology,EDP Services
TDCX,TDCX Inc. American Depositary Shares each representing one Class A ordinary share,,Technology,EDP Services
TDF,Templeton Dragon Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,United States,Industrials,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,United States,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,United States,Telecommunications,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,United States,,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,United States,,
TDW,Tidewater Inc. Common Stock,United States,Consumer Discretionary,Marine Transportation
TDY,Teledyne Technologies Incorporated Common Stock,United States,Industrials,Industrial Machinery/Components
TEAF,Ecofin Sustainable and Social Impact Term Fund,,Finance,Trusts Except Educational Religious and Charitable
TECK,Teck Resources Ltd Ordinary Shares,Canada,,
TEF,Telefonica SA Common Stock,Spain,Telecommunications,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,United States,Finance,Finance Companies
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Switzerland,Technology,Industrial Machinery/Components
TEO,Telecom Argentina SA,Argentina,Telecommunications,Telecommunications Equipment
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,United States,Finance,Major Banks
TFC^I,Truist Financial Corporation Depositary Shares,United States,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,United States,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,United States,,
TFII,TFI International Inc. Common Shares,Canada,Industrials,Trucking Freight/Courier Services
TFPM,Triple Flag Precious Metals Corp. Common Shares,Canada,,
TFX,Teleflex Incorporated Common Stock,United States,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,United States,Industrials,Metal Fabrications
TGI,Triumph Group Inc. Common Stock,United States,Industrials,Aerospace
TGLS,Tecnoglass Inc. Ordinary Shares,Colombia,Consumer Discretionary,Electronic Components
TGNA,TEGNA Inc,United States,Industrials,Broadcasting
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Argentina,Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
THC,Tenet Healthcare Corporation Common Stock,United States,Health Care,Hospital/Nursing Management
THG,Hanover Insurance Group Inc,United States,Finance,Property-Casualty Insurers
THO,Thor Industries Inc. Common Stock,United States,Industrials,Homebuilding
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,United States,Energy,Industrial Machinery/Components
THS,Treehouse Foods Inc. Common Stock,United States,Consumer Staples,Packaged Foods
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,Brazil,Telecommunications,Telecommunications Equipment
TISI,Team Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,,,
TJX,TJX Companies Inc. (The) Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation Common Stock,Bermuda,Consumer Discretionary,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Turkey,Telecommunications,Telecommunications Equipment
TKO,TKO Group Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
TKR,Timken Company (The) Common Stock,United States,Industrials,Metal Fabrications
TLK,PT Telekomunikasi Indonesia Tbk,Indonesia,Telecommunications,Telecommunications Equipment
TLYS,Tilly's Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TM,Toyota Motor Corporation Common Stock,Japan,Consumer Discretionary,Auto Manufacturing
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,United States,Consumer Discretionary,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,United States,Consumer Discretionary,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,United States,Industrials,Industrial Machinery/Components
TNC,Tennant Company Common Stock,United States,Industrials,Industrial Machinery/Components
TNET,TriNet Group Inc. Common Stock,United States,Consumer Discretionary,Business Services
TNK,Teekay Tankers Ltd.,Bermuda,Consumer Discretionary,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,United States,Consumer Discretionary,Hotels/Resorts
TNP,Tsakos Energy Navigation Ltd Common Shares,Greece,Consumer Discretionary,Marine Transportation
TNP^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,Greece,,
TNP^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,Greece,,
TOL,Toll Brothers Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
TOST,Toast Inc. Class A Common Stock,United States,Technology,EDP Services
TPB,Turning Point Brands Inc. Common Stock,United States,Consumer Discretionary,Tobacco
TPC,Tutor Perini Corporation Common Stock,United States,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPH,Tri Pointe Homes Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
TPL,Texas Pacific Land Corporation Common Stock,United States,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,United States,Consumer Discretionary,Apparel
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,,Real Estate,Real Estate Investment Trusts
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,United States,Consumer Discretionary,Other Consumer Services
TPX,Tempur Sealy International Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,United States,Finance,Investment Managers
TR,Tootsie Roll Industries Inc. Common Stock,United States,Consumer Staples,Specialty Foods
TRAK,ReposiTrak Inc. Common Stock,United States,Technology,EDP Services
TRC,Tejon Ranch Co Common Stock,United States,Finance,Real Estate
TREX,Trex Company Inc. Common Stock,United States,Basic Materials,Forest Products
TRGP,Targa Resources Inc. Common Stock,United States,Utilities,Natural Gas Distribution
TRI,Thomson Reuters Corp Common Shares,United States,,
TRN,Trinity Industries Inc. Common Stock,United States,Industrials,Railroads
TRNO,Terreno Realty Corporation Common Stock,United States,Finance,Real Estate
TROX,Tronox Holdings plc Ordinary Shares (UK),United States,Industrials,Major Chemicals
TRP,TC Energy Corporation Common Stock,Canada,Utilities,Natural Gas Distribution
TRTL,TortoiseEcofin Acquisition Corp. III Class A Ordinary Shares,,Finance,Blank Checks
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,United States,,
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,United States,,
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,United States,,
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,United States,,
TRTN^E,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,United States,,
TRTX,TPG RE Finance Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
TRTX^C,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,United States,,
TRU,TransUnion Common Stock,United States,Finance,Finance: Consumer Services
TRV,The Travelers Companies Inc. Common Stock,United States,Finance,Property-Casualty Insurers
TS,Tenaris S.A. American Depositary Shares,Luxembourg,Industrials,Steel/Iron Ore
TSE,Trinseo PLC Ordinary Shares ,United States,Industrials,Major Chemicals
TSI,TCW Strategic Income Fund Inc. Common Stock,United States,Finance,Investment Managers
TSLX,Sixth Street Specialty Lending Inc. Common Stock,,Finance,Investment Managers
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Taiwan,Technology,Semiconductors
TSN,Tyson Foods Inc. Common Stock,United States,Consumer Staples,Meat/Poultry/Fish
TSQ,Townsquare Media Inc. Class A Common Stock,United States,Consumer Discretionary,Advertising
TT,Trane Technologies plc,Ireland,Industrials,Auto Parts:O.E.M.
TTC,Toro Company (The) Common Stock,United States,Consumer Discretionary,Tools/Hardware
TTE,TotalEnergies SE,France,Energy,Oil & Gas Production
TTI,Tetra Technologies Inc. Common Stock,United States,Energy,Oil & Gas Production
TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
TU,Telus Corporation Ordinary Shares,Canada,Telecommunications,Telecommunications Equipment
TUP,Tupperware Brands Corporation Common Stock,United States,Industrials,Plastic Products
TUYA,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share,China,Technology,Computer Software: Prepackaged Software
TV,Grupo Televisa S.A.B. Common Stock,Mexico,Industrials,Broadcasting
TVC,Tennessee Valley Authority Common Stock,United States,Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,United States,Utilities,Electric Utilities: Central
TWI,Titan International Inc. (DE) Common Stock,United States,Industrials,Steel/Iron Ore
TWLO,Twilio Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
TWN,Taiwan Fund Inc. (The) Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
TWO,Two Harbors Investment Corp,United States,Real Estate,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),United States,,
TWO^B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Luxembourg,Industrials,Steel/Iron Ore
TXO,TXO Partners L.P. Common Units Representing Limited Partner Interests,,Energy,Oil & Gas Production
TXT,Textron Inc. Common Stock,United States,Industrials,Aerospace
TY,Tri Continental Corporation Common Stock,United States,Finance,Finance Companies
TY^,Tri Continental Corporation Preferred Stock,United States,,
TYG,Tortoise Energy Infrastructure Corporation Common Stock,United States,Finance,Investment Managers
TYL,Tyler Technologies Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
U,Unity Software Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
UA,Under Armour Inc. Class C Common Stock,United States,Consumer Discretionary,Apparel
UAA,Under Armour Inc. Class A Common Stock,United States,Consumer Discretionary,Apparel
UAN,CVR Partners LP Common Units representing Limited Partner Interests,United States,Industrials,Agricultural Chemicals
UBER,Uber Technologies Inc. Common Stock,United States,Technology,EDP Services
UBS,UBS Group AG Registered Ordinary Shares,Switzerland,Finance,Major Banks
UDR,UDR Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
UE,Urban Edge Properties Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
UFI,Unifi Inc. New Common Stock,United States,Consumer Discretionary,Textiles
UGI,UGI Corporation Common Stock,United States,Utilities,Natural Gas Distribution
UGIC,UGI Corporation Corporate Units,United States,Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Brazil,Utilities,Oil/Gas Transmission
UHAL,U-Haul Holding Company Common Stock,United States,Consumer Discretionary,Rental/Leasing Companies
UHS,Universal Health Services Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
UI,Ubiquiti Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,Unisys Corporation New Common Stock,United States,Technology,EDP Services
UL,Unilever PLC Common Stock,United Kingdom,Consumer Discretionary,Package Goods/Cosmetics
ULS,UL Solutions Inc. Class A Common Stock,,Health Care,Precision Instruments
UMC,United Microelectronics Corporation (NEW) Common Stock,Taiwan,Technology,Semiconductors
UMH,UMH Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
UMH^D,UMH Properties Inc. 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,United States,,
UNF,Unifirst Corporation Common Stock,United States,Consumer Discretionary,Other Consumer Services
